Date,GDP_USD_Millions,Population,Vibranium_Production_Tons,Tourism_Visitors,Education_Expenditure_USD_Millions,Healthcare_Expenditure_USD_Millions,Military_Expenditure_USD_Millions,Technology_Investment_USD_Millions,Energy_Production_Megawatts,Unemployment_Rate,Poverty_Rate
2024-05-10 14:37:05.605710,128427,41768142,370,1070880,3945,4548,10026,16321,38733,0.03155578344983285,0.022450442096235017
2024-05-09 14:37:05.605710,116327,49314100,176,1423650,4370,5531,9373,13608,20011,0.03993558167255482,0.03424061249391371
2024-05-08 14:37:05.605710,112548,46050283,140,1064163,2372,5605,8676,19552,32277,0.0382036506295153,0.03383296609637776
2024-05-07 14:37:05.605710,88791,44858321,315,987242,4749,6580,10080,17069,37282,0.024314881915324153,0.0311334209324612
2024-05-06 14:37:05.605710,129467,49532247,291,1079729,4050,6814,8370,18003,30130,0.035623202805808,0.07883556521644094
2024-05-05 14:37:05.605710,108225,40510132,480,1013976,2151,3501,8790,14626,32894,0.012577636523460023,0.02897287600987608
2024-05-04 14:37:05.605710,122786,37782474,306,1824584,4050,3586,8697,18553,29309,0.018196532868055927,0.04260529587234334
2024-05-03 14:37:05.605710,69767,32696187,142,587220,3775,6679,8321,10433,25131,0.01876396214501478,0.03485319788864839
2024-05-02 14:37:05.605710,144259,49970490,453,1193739,4540,5400,10814,19951,26155,0.012299226144258903,0.03531651001782578
2024-05-01 14:37:05.605710,133387,38308105,269,1799452,4741,3035,8888,13053,24838,0.03020785424922954,0.07839394701883627
2024-04-30 14:37:05.605710,88511,46514239,435,1050250,3640,3897,8619,10737,23171,0.026052769137395744,0.029487621342373246
2024-04-29 14:37:05.605710,143058,45193598,383,1543956,2013,4083,10418,18095,23205,0.010035042259830642,0.038234489200349275
2024-04-28 14:37:05.605710,88073,45785996,315,1115366,2991,5722,11358,16300,25600,0.019882923987134076,0.025633261735679244
2024-04-27 14:37:05.605710,145507,34253002,201,1495968,4848,3711,8149,11636,22540,0.026655278342857386,0.0776850302021946
2024-04-26 14:37:05.605710,129305,44522232,378,1885522,3462,6265,9195,12709,30030,0.014250450395887864,0.03410416360421554
2024-04-25 14:37:05.605710,103123,47217085,329,634131,4627,3875,11132,14408,29316,0.010059997979692014,0.020564402242273048
2024-04-24 14:37:05.605710,98851,31619117,352,592161,3944,6458,8106,11271,26329,0.044443325720583814,0.04041939693062367
2024-04-23 14:37:05.605710,78888,34908094,176,1894678,3943,3477,11792,13091,36643,0.03598061709661771,0.0680391001268659
2024-04-22 14:37:05.605710,141252,49537442,142,1250863,3807,5287,9767,15562,35454,0.04172434081142449,0.06537397386390671
2024-04-21 14:37:05.605710,131857,49854439,305,1911211,4161,6103,9038,10668,28085,0.01945423951543082,0.05647929757072967
2024-04-20 14:37:05.605710,108383,40119016,292,1152276,4855,3586,11419,13077,35168,0.0453280143766637,0.029402402198461033
2024-04-19 14:37:05.605710,57561,40219595,250,833658,4702,6388,9218,18977,28220,0.043204000585773276,0.05971969229300732
2024-04-18 14:37:05.605710,127286,44660839,207,1184473,2753,4154,8569,11452,38624,0.03310587739598737,0.024496896380037488
2024-04-17 14:37:05.605710,66006,38753035,309,1127796,2408,4749,10902,12551,25044,0.016283817918352633,0.0446121332206873
2024-04-16 14:37:05.605710,98171,32468653,418,662107,3724,5651,8354,12205,25576,0.02646462145382624,0.04706978886325322
2024-04-15 14:37:05.605710,132488,34782615,193,1625070,4472,5720,9473,17865,38270,0.010393886991050314,0.04584854589302268
2024-04-14 14:37:05.605710,87822,45304489,173,1507266,2846,6941,11695,13449,36005,0.043066442245347634,0.05858591032179765
2024-04-13 14:37:05.605710,138911,34655762,320,899049,2037,4422,8264,14182,23973,0.035155358906784014,0.07352052442756019
2024-04-12 14:37:05.605710,131216,38985996,288,576607,3514,6223,10426,16434,36235,0.042504033624746,0.05194310998692357
2024-04-11 14:37:05.605710,127045,48240370,302,910527,4130,5802,10399,17593,38960,0.010275875410597242,0.06915003623323543
2024-04-10 14:37:05.605710,104954,41489946,287,1788599,4788,4946,8956,13642,30744,0.047332877786437515,0.03561004445535952
2024-04-09 14:37:05.605710,81332,43362242,148,1401094,4565,4578,10573,15258,36450,0.01871486323258175,0.023191306989596105
2024-04-08 14:37:05.605710,121230,48996429,319,1238112,3323,4489,9181,16380,33125,0.029920916794925326,0.03418988576262373
2024-04-07 14:37:05.605710,129442,46062269,490,970999,2625,5942,9033,13262,36516,0.04217827602665028,0.02029852662996942
2024-04-06 14:37:05.605710,97376,44509878,386,906670,4588,5580,9717,15650,35829,0.03803072953925946,0.03487690385061826
2024-04-05 14:37:05.605710,98172,30928303,497,1431624,4318,5826,8544,17153,21778,0.030141565506958415,0.026203289969739342
2024-04-04 14:37:05.605710,75090,39485993,417,1764763,2978,5597,9368,14273,38709,0.03581027609654341,0.05025742511948522
2024-04-03 14:37:05.605710,118881,34947740,287,828329,4411,4118,8571,12100,25835,0.03990180547087191,0.02818983193827117
2024-04-02 14:37:05.605710,135633,32966415,373,1569755,3915,4478,11458,12071,20593,0.024538314526980194,0.020761005037149075
2024-04-01 14:37:05.605710,103346,38947057,339,608056,3863,5320,10912,18982,21046,0.03675368846391987,0.05228376930965213
2024-03-31 14:37:05.605710,63819,40562451,232,1608143,2764,3906,11444,16587,24051,0.02862593437031881,0.04532322468396954
2024-03-30 14:37:05.605710,64853,43071203,276,1381143,2718,3511,10131,15682,33213,0.042553178392904144,0.055168595650277485
2024-03-29 14:37:05.605710,71118,40323255,136,1375036,3178,5364,10775,10605,37960,0.03536162457687901,0.05577263668394687
2024-03-28 14:37:05.605710,112272,49389056,375,972230,2560,5811,11845,13956,21932,0.03686410641143976,0.050871230894660766
2024-03-27 14:37:05.605710,64122,36117199,304,1448334,3636,3950,11903,11401,37706,0.01942276562508001,0.07813491563006736
2024-03-26 14:37:05.605710,52914,43433571,136,1434584,3765,4345,9801,10066,29551,0.046452337236649835,0.029021168346182607
2024-03-25 14:37:05.605710,95362,38072633,194,664604,3427,5608,9127,19118,35803,0.030530476806841643,0.050861282521997155
2024-03-24 14:37:05.605710,73912,42313294,112,675621,4357,4456,11931,13573,31880,0.02590334512970309,0.039198444108035246
2024-03-23 14:37:05.605710,124082,46393695,325,889722,3612,3679,8270,16870,36756,0.023690540038988225,0.07192277724311413
2024-03-22 14:37:05.605710,134701,39466365,252,916459,3046,5631,10567,12409,23231,0.03537322154140502,0.06775017853648052
2024-03-21 14:37:05.605710,80356,41232802,437,855518,3983,3953,8694,13135,29433,0.040006963643023,0.05207334525868748
2024-03-20 14:37:05.605710,93254,46909647,494,1467800,3187,5587,9699,12473,32109,0.0410560903304746,0.024558387319983617
2024-03-19 14:37:05.605710,109950,35825413,321,1245418,2254,4219,11644,11840,26986,0.04141506416165028,0.0518534238339978
2024-03-18 14:37:05.605710,57696,47939447,206,686499,2932,6720,9394,10904,38032,0.049158083485664576,0.04179747125807096
2024-03-17 14:37:05.605710,117228,34741881,484,613753,3211,6777,10185,18992,39874,0.01010118857873731,0.06716058134116233
2024-03-16 14:37:05.605710,54184,43802292,145,777174,3902,5948,9873,11653,28628,0.015631932942377892,0.05549464381846411
2024-03-15 14:37:05.605710,92213,49203539,496,1357322,3905,4833,11384,19666,25362,0.026085481015122765,0.023984799079186107
2024-03-14 14:37:05.605710,147142,32776736,381,1004128,3872,3663,11669,15997,28032,0.01894506132864564,0.031736978827384216
2024-03-13 14:37:05.605710,84239,32807494,389,1711728,3498,4742,8354,13415,21787,0.028826247546264158,0.052348348483038876
2024-03-12 14:37:05.605710,144313,43650043,186,1640657,3322,4655,8570,19280,21061,0.04020932821249181,0.06387852676759807
2024-03-11 14:37:05.605710,133789,30686789,382,1782897,4049,4906,8024,11762,25724,0.02160574015479256,0.06688971323964152
2024-03-10 14:37:05.605710,146602,40625833,243,675369,2587,3644,9218,19938,24321,0.0481796266294184,0.051357934122179455
2024-03-09 14:37:05.605710,84699,48273345,191,1141838,2702,6923,9839,11741,26275,0.0408853065204144,0.020196444117376346
2024-03-08 14:37:05.605710,89347,31046482,302,1999218,4410,4398,10770,11939,22379,0.046023138643021023,0.0330248529658865
2024-03-07 14:37:05.605710,55656,46005349,250,1703716,4789,4433,9009,11270,28460,0.04504573173046244,0.04557880993805428
2024-03-06 14:37:05.605710,111837,32429560,165,1154395,3486,4566,11547,18623,29888,0.03010573820842527,0.05880627086374671
2024-03-05 14:37:05.605710,86717,42559756,292,804842,2490,5868,10457,17014,29129,0.03671122562366516,0.06388598424984619
2024-03-04 14:37:05.605710,128351,37631379,205,628242,4993,3506,9990,17774,33294,0.014851344046739868,0.06405162559790933
2024-03-03 14:37:05.605710,58074,45652340,336,1040670,2003,5900,11530,10841,38551,0.044173126934580205,0.06647170374499864
2024-03-02 14:37:05.605710,148421,37434487,485,1690132,4611,6901,9915,19941,23087,0.03711777362758973,0.032560632495559315
2024-03-01 14:37:05.605710,114011,32906106,196,1104643,4683,4296,11519,18799,21538,0.011309196759830721,0.07107561123080691
2024-02-29 14:37:05.605710,129373,30791892,274,801049,3994,6526,8130,15810,20654,0.022988837028399656,0.039455722914034444
2024-02-28 14:37:05.605710,94487,47881649,108,1871262,2082,4759,9075,16792,30694,0.010191176664274612,0.04492326055687796
2024-02-27 14:37:05.605710,102905,34130678,151,1807301,4299,5462,10446,19162,26906,0.041603296213512234,0.07875822647355574
2024-02-26 14:37:05.605710,99794,48991024,230,1446973,4447,4126,9166,19402,22514,0.03848250276134937,0.07493215052659959
2024-02-25 14:37:05.605710,134776,33517375,342,1389831,2265,3956,10987,19345,21382,0.02827134427677728,0.06956403394335456
2024-02-24 14:37:05.605710,134083,42992228,350,1163193,4116,3724,10295,13893,30620,0.016207889392124628,0.03604160526090944
2024-02-23 14:37:05.605710,131402,44938663,332,1651145,2454,3784,10960,12901,27337,0.038441094517728265,0.06760948074109568
2024-02-22 14:37:05.605710,75680,37635739,457,1215524,4901,6396,9236,11890,34767,0.04284671859226171,0.03637142845356553
2024-02-21 14:37:05.605710,52553,39161684,108,1084052,2494,3957,8628,17389,23013,0.02927623298720515,0.04190957253364205
2024-02-20 14:37:05.605710,80965,40867044,194,1921664,4335,5269,11423,10913,33481,0.03518523557167947,0.03638391336486037
2024-02-19 14:37:05.605710,89598,35414044,362,1459686,4364,3762,8339,15230,20753,0.010957511972204657,0.025423954879225653
2024-02-18 14:37:05.605710,52066,42672429,111,519417,2487,4904,11510,11598,27637,0.03960432701250781,0.02325329779195122
2024-02-17 14:37:05.605710,65101,49497825,219,1082159,3533,6063,10078,15872,27802,0.010926913676067462,0.029870822807840106
2024-02-16 14:37:05.605710,95607,40740382,246,1759467,3099,5318,10084,19056,39948,0.03518404516234743,0.04435178340514506
2024-02-15 14:37:05.605710,99056,36328038,158,1774081,3643,3670,8320,13370,30292,0.04768003461491051,0.06352089705759759
2024-02-14 14:37:05.605710,50517,39989460,337,1105152,3214,4666,8268,14030,33440,0.02732331713287693,0.07315786602431626
2024-02-13 14:37:05.605710,72837,39338175,351,1359184,3645,6641,11103,10112,34806,0.03696495233616634,0.04244201185752111
2024-02-12 14:37:05.605710,57408,35445549,223,1393200,2762,5053,8485,12922,39847,0.04451862517337641,0.06982713533587134
2024-02-11 14:37:05.605710,87850,31366029,221,918784,3820,4192,10870,11081,30182,0.02112652509044407,0.05650024997188684
2024-02-10 14:37:05.605710,112482,41204296,352,1963526,3843,5237,11670,19130,20359,0.010127778970505506,0.04300631717651754
2024-02-09 14:37:05.605710,138452,35405412,184,634417,4151,6999,9722,12706,35029,0.017684985616528558,0.022847079126805954
2024-02-08 14:37:05.605710,101343,39381891,156,1184355,2168,6025,11506,12571,22489,0.028390039638965525,0.047296025655262294
2024-02-07 14:37:05.605710,104158,40142681,372,1774734,4944,6397,10674,18154,38258,0.04380957899644952,0.06684233254855446
2024-02-06 14:37:05.605710,64277,33277384,304,1179489,2115,5893,8310,19977,27839,0.04842154883508622,0.04111938657944943
2024-02-05 14:37:05.605710,145903,34445200,167,1738178,2390,3911,9668,15189,24762,0.011340231676139033,0.05287408303274757
2024-02-04 14:37:05.605710,138038,35518426,101,583936,3374,6555,10922,11049,20527,0.028407852896568657,0.022184484192028956
2024-02-03 14:37:05.605710,86685,33876719,227,1095886,4472,5780,10974,13318,29027,0.01703666874964937,0.07377758991042178
2024-02-02 14:37:05.605710,68655,34053211,380,1469390,2017,4762,9048,12409,31182,0.04585498964653833,0.06556115470745383
2024-02-01 14:37:05.605710,95051,39564652,340,1604871,4174,4310,8092,11710,22729,0.04315076789386658,0.06323227133406376
2024-01-31 14:37:05.605710,122597,32485469,165,1444545,3355,3515,9331,19512,21450,0.03470051137351037,0.057064147698298096
2024-01-30 14:37:05.605710,142721,42629611,219,1836869,2715,5724,10425,13108,39903,0.04637752719333805,0.025892622970684565
2024-01-29 14:37:05.605710,69463,49146124,313,1074381,4944,6888,8499,10518,21747,0.04306138843878782,0.06575847563430515
2024-01-28 14:37:05.605710,133909,33582451,170,1852371,2668,4259,10855,18017,28295,0.04855478733066116,0.06364457204880021
2024-01-27 14:37:05.605710,135763,44213467,194,661599,4102,6504,9220,11697,37719,0.025098820212364502,0.04067421195701233
2024-01-26 14:37:05.605710,117910,31986116,138,917466,2391,4804,9043,13775,23514,0.017551513977234878,0.03717514369411702
2024-01-25 14:37:05.605710,72467,48052136,122,1909461,3310,6808,8636,16275,31510,0.04949583401286846,0.07385571475129656
2024-01-24 14:37:05.605710,70694,34755743,177,1952805,3714,4627,9197,11043,31927,0.031868831048529056,0.0689153238082997
2024-01-23 14:37:05.605710,103640,46657702,283,1198385,2093,6757,10679,14504,33527,0.04658368509883337,0.03439558391506304
2024-01-22 14:37:05.605710,75127,36911417,371,1415807,4560,5551,8108,10864,31185,0.020407902051814628,0.047402521320004144
2024-01-21 14:37:05.605710,79415,47270761,253,827780,3643,4920,8172,18456,28488,0.03452186887621384,0.06155926734918285
2024-01-20 14:37:05.605710,109213,31581497,361,587979,2505,5908,9832,18976,20715,0.042873896190578055,0.040308196138714086
2024-01-19 14:37:05.605710,139060,47271768,428,804517,3066,3378,8064,11050,23425,0.024001961929917784,0.07948329323230093
2024-01-18 14:37:05.605710,122495,36879386,261,795932,3164,6842,9626,19000,21638,0.03870629676947229,0.031072180580868906
2024-01-17 14:37:05.605710,68345,34403263,316,1987256,2769,6472,11199,15732,39465,0.0219025047889598,0.04826373648009839
2024-01-16 14:37:05.605710,100299,36529589,301,1295455,2884,5863,9166,16401,30985,0.046090197232790536,0.04166483839046964
2024-01-15 14:37:05.605710,113004,49422340,171,949286,3132,5490,9530,16721,37814,0.03815790313724977,0.021737411994848313
2024-01-14 14:37:05.605710,92425,43181390,480,1654301,4186,5152,9450,10500,38974,0.01700212536483718,0.028787115793923262
2024-01-13 14:37:05.605710,66900,34084080,119,1825413,2473,3364,9475,13241,23322,0.04936539754309458,0.07102940861086444
2024-01-12 14:37:05.605710,134789,38284548,216,1476631,3321,6426,10918,16048,20770,0.04498918197240741,0.06841963378597864
2024-01-11 14:37:05.605710,88366,48562821,214,1011810,3784,5945,10317,16747,20073,0.03286106102544492,0.048879098073559044
2024-01-10 14:37:05.605710,78212,32619145,395,1309042,4674,5464,8230,18510,30447,0.01109465889899024,0.020289947491093287
2024-01-09 14:37:05.605710,63180,38984898,216,624706,2620,5434,8926,10333,23015,0.012546786386925515,0.05883320008025755
2024-01-08 14:37:05.605710,52933,32788329,122,885624,4778,4105,8302,12135,24684,0.044722424554294156,0.06596101879778327
2024-01-07 14:37:05.605710,139660,36914433,232,1359115,3709,5175,10003,17300,21349,0.01709018382990003,0.049303813489327025
2024-01-06 14:37:05.605710,75389,42032324,414,540631,2497,3233,11205,13814,37714,0.036986136075939625,0.04248195746735971
2024-01-05 14:37:05.605710,103048,41211676,463,1071529,4151,4144,10508,11550,28986,0.041264392039702,0.0331393233105273
2024-01-04 14:37:05.605710,110772,30647034,121,1476184,2875,6103,9587,14520,28846,0.03680862842795403,0.06369831328604837
2024-01-03 14:37:05.605710,105269,40999096,324,1932490,3328,4704,11445,11098,38303,0.03410396230520414,0.040353783206865695
2024-01-02 14:37:05.605710,75064,49058708,480,909650,4463,6598,10794,13689,28457,0.02069962287791305,0.06699632344505005
2024-01-01 14:37:05.605710,81739,30214012,338,1632931,4524,3693,8196,16151,29229,0.03077651735723986,0.057618070132746585
2023-12-31 14:37:05.605710,142380,45693867,160,1358707,3757,6382,10210,14193,39283,0.0331336714868839,0.06102164983159464
2023-12-30 14:37:05.605710,108977,35425384,460,504215,2846,4222,9491,10049,27591,0.01317135870233019,0.06357844896927439
2023-12-29 14:37:05.605710,137063,45620276,263,649816,3790,5061,10469,12235,28729,0.016170082808577853,0.02061587035575602
2023-12-28 14:37:05.605710,101980,45251044,397,668210,3660,5612,9648,18468,25756,0.015566811174799407,0.025057162725546266
2023-12-27 14:37:05.605710,73242,30217325,230,1633277,2441,6604,10783,16801,24287,0.02439397871843266,0.0304193478488039
2023-12-26 14:37:05.605710,120283,48925063,362,677591,3787,3590,11637,15257,22743,0.013389950002100508,0.06401912433552974
2023-12-25 14:37:05.605710,140641,48734714,375,861053,3374,4478,8153,12154,34254,0.018185608945895063,0.07550330645711854
2023-12-24 14:37:05.605710,141505,49770682,164,1646165,3878,4648,10543,17977,35383,0.02016669629912167,0.07726322062884004
2023-12-23 14:37:05.605710,104642,30308658,491,717360,3402,6723,10546,16533,26601,0.029742938494391684,0.023040178514645945
2023-12-22 14:37:05.605710,144138,44804951,281,1312420,3439,6278,8703,18878,31740,0.04933347181410238,0.04793977329253449
2023-12-21 14:37:05.605710,78761,41433098,348,1599975,4040,4277,8617,11074,36517,0.02213086153711081,0.0755274946106121
2023-12-20 14:37:05.605710,50556,32557461,444,1403520,3985,5694,9644,11314,21060,0.04144211523342848,0.04851463600716465
2023-12-19 14:37:05.605710,71118,31226457,378,1383313,3083,6330,8640,10476,23329,0.015846638103014545,0.021773276930840937
2023-12-18 14:37:05.605710,70406,39925955,404,1482858,3174,3671,11108,19577,21918,0.01591690086004328,0.04748220212774889
2023-12-17 14:37:05.605710,102500,39042283,298,1134288,2089,3701,11521,11345,35458,0.02843433606636659,0.04530827183689273
2023-12-16 14:37:05.605710,131990,42434674,433,996294,4797,5163,9816,13436,37482,0.032959776506087744,0.024168034551516587
2023-12-15 14:37:05.605710,146788,43489488,202,1022646,4993,6715,8080,10497,30650,0.018818820492869263,0.059949688429309034
2023-12-14 14:37:05.605710,50019,43695896,361,1645607,2814,6350,9882,15664,24204,0.031185341301446602,0.06802925719168143
2023-12-13 14:37:05.605710,118924,38458421,494,1298977,3506,6018,9342,15751,37019,0.04156073226521683,0.04508517187038661
2023-12-12 14:37:05.605710,131021,39622219,257,772492,3575,4836,8173,11392,24441,0.01339112555561703,0.060699755858125204
2023-12-11 14:37:05.605710,83182,35867429,411,529917,3288,6617,11342,19701,34067,0.02455678730632774,0.06206316113598172
2023-12-10 14:37:05.605710,107637,33866545,374,1841361,4127,6342,9463,18055,28900,0.030900307813068892,0.024790542155260258
2023-12-09 14:37:05.605710,67774,43843678,409,1135581,2895,4569,9437,11139,33402,0.024565372670679084,0.028552150449978633
2023-12-08 14:37:05.605710,59095,47329671,310,659581,4632,4273,10617,17549,31179,0.029076557107587664,0.04834600563896067
2023-12-07 14:37:05.605710,119795,38983357,469,884849,4133,6066,9478,19906,20532,0.047886445006226665,0.020134243720759906
2023-12-06 14:37:05.605710,142023,48273424,361,824452,2427,6018,11827,10895,39211,0.028360769586898274,0.060976148993989496
2023-12-05 14:37:05.605710,137789,37825347,303,939004,2212,6945,8643,10988,28112,0.0384081667882462,0.0412160887444822
2023-12-04 14:37:05.605710,94324,42575352,395,1751433,4876,4918,10092,11654,22054,0.04967800443914952,0.05268017218009821
2023-12-03 14:37:05.605710,97735,39383478,372,947960,4291,3526,11589,13831,25983,0.035931327623395404,0.024379127822141675
2023-12-02 14:37:05.605710,59307,41211665,476,1227024,2027,6625,10597,15931,37334,0.042127404688951556,0.07149103959031862
2023-12-01 14:37:05.605710,119819,45669631,131,1438478,2865,4425,9981,19209,20328,0.046975685025581304,0.06264956952057425
2023-11-30 14:37:05.605710,68884,37274301,218,600202,2375,3698,11664,15701,33555,0.033237969450262216,0.040364252425460635
2023-11-29 14:37:05.605710,82363,42221480,104,801218,3604,3318,11773,16162,24311,0.043227740011209145,0.0717108254387952
2023-11-28 14:37:05.605710,55199,39098632,165,1596442,4431,3637,9836,16415,26801,0.010396205881047985,0.06770389968740499
2023-11-27 14:37:05.605710,137476,36269786,193,984506,2160,3830,8617,11451,27674,0.026642898962428448,0.059343332488580716
2023-11-26 14:37:05.605710,136936,44057247,102,1415775,4754,5080,11524,10827,21813,0.033803891830531015,0.07776952952524374
2023-11-25 14:37:05.605710,51527,49755029,190,776128,2067,6417,11214,17635,25973,0.01747128263022047,0.07936725336303964
2023-11-24 14:37:05.605710,144223,33046387,138,1952010,2135,5365,10756,17132,34178,0.015819605168562928,0.0651423718156937
2023-11-23 14:37:05.605710,78289,35282125,335,1112036,2938,5452,10475,12319,23289,0.012570562331569154,0.07589839997889997
2023-11-22 14:37:05.605710,72200,49300439,249,693134,2548,3888,10430,13948,24557,0.02122142910361579,0.05204083976856583
2023-11-21 14:37:05.605710,148420,44064236,331,1017065,3182,6045,11083,13807,21797,0.04522376998172881,0.02523123542406151
2023-11-20 14:37:05.605710,117110,47806367,485,998100,3763,3756,8687,11636,27113,0.019423197961904868,0.04766128301770368
2023-11-19 14:37:05.605710,94155,38722690,141,1606562,4739,3444,8072,17039,26900,0.0452585479670806,0.020192927917617183
2023-11-18 14:37:05.605710,78326,32651877,175,1358716,3081,3228,9264,14313,26748,0.044857983652423356,0.04681212281949941
2023-11-17 14:37:05.605710,114793,31126483,280,1708580,4342,5322,9223,19561,35022,0.01174366644964465,0.03956044476502506
2023-11-16 14:37:05.605710,58417,32796238,418,1956137,4308,3525,8928,17084,24741,0.030142937558785964,0.02233232057654392
2023-11-15 14:37:05.605710,130728,43737300,480,875555,2016,4815,8836,18441,26591,0.02037899318047785,0.07324300526433555
2023-11-14 14:37:05.605710,94471,49396765,390,1566312,2092,5015,8242,19101,34708,0.03620248951099744,0.03650267711714332
2023-11-13 14:37:05.605710,73799,40305763,187,1779617,2779,4057,9971,16355,26131,0.04078983420814104,0.054272618469809075
2023-11-12 14:37:05.605710,77561,38574347,211,1656255,2072,5683,8572,10859,31305,0.013616199736033164,0.05974484387843493
2023-11-11 14:37:05.605710,118132,33065149,289,1403307,3403,3372,10719,15553,38198,0.03813981309667403,0.04466910286857123
2023-11-10 14:37:05.605710,113265,44168808,162,1510197,3578,3369,8256,13547,21540,0.04342831537241153,0.06484972956414092
2023-11-09 14:37:05.605710,77445,49096728,257,1653979,4886,6036,8230,17130,39736,0.03312197852696293,0.05292460485735083
2023-11-08 14:37:05.605710,109471,33982369,233,1099979,2323,3943,9630,15856,21777,0.02354944997452844,0.06743153108049751
2023-11-07 14:37:05.605710,50006,38390269,326,874005,2909,4557,11198,10094,30442,0.024602331531957643,0.07632083334278798
2023-11-06 14:37:05.605710,50387,48861473,373,1768176,4249,3534,11485,15685,22496,0.031579097514581086,0.055859995820918024
2023-11-05 14:37:05.605710,145873,30839130,317,1563634,2591,6303,8248,13824,37536,0.01098952952182199,0.0344265440266139
2023-11-04 14:37:05.605710,53875,38923094,180,590957,4194,5651,11758,16382,26138,0.030122197928203892,0.05839147045028009
2023-11-03 14:37:05.605710,66576,46164265,209,1073152,3029,6869,8959,13815,30016,0.03790540402800438,0.06377896129547454
2023-11-02 14:37:05.605710,140069,32226733,152,1313231,4040,6027,8843,16384,34773,0.02215103737715845,0.0643916398447213
2023-11-01 14:37:05.605710,144049,46258655,405,1745777,2768,5693,11446,18930,23762,0.046415949414935036,0.0450539583190854
2023-10-31 14:37:05.605710,54899,34303016,385,721876,3633,3864,8759,16199,31001,0.027855952138626565,0.029204996729443614
2023-10-30 14:37:05.605710,101352,35555565,302,1791294,3905,3332,8270,13939,34758,0.03202785103111181,0.02625758046660734
2023-10-29 14:37:05.605710,113424,32825049,330,1906364,4108,5472,8611,13466,37798,0.035761324032139885,0.02081243540612617
2023-10-28 14:37:05.605710,124631,32601215,357,1816630,3525,4737,8327,17199,20234,0.021786392198316108,0.03482946120381975
2023-10-27 14:37:05.605710,78798,37935498,463,926221,4965,4411,8060,19290,29968,0.021117999418295397,0.0589593589211896
2023-10-26 14:37:05.605710,127248,44074566,327,1373589,3129,5885,9827,15643,38022,0.04803528839869552,0.04927484678118322
2023-10-25 14:37:05.605710,88759,46868923,228,674227,2162,6509,8524,17141,24336,0.04548528245296095,0.06806754955733225
2023-10-24 14:37:05.605710,92080,45131694,218,1160045,2537,3601,11754,11640,36395,0.01570267403896628,0.06257032975108864
2023-10-23 14:37:05.605710,140110,33925268,354,1890591,2720,3999,10875,15215,31201,0.0357564169444125,0.06040893238470911
2023-10-22 14:37:05.605710,99002,35597416,413,511985,3641,5097,11152,16635,39407,0.030305112972564267,0.06199836220523963
2023-10-21 14:37:05.605710,142639,36624655,136,1986201,4627,6589,10039,13535,21155,0.03275336425739846,0.051630891740178875
2023-10-20 14:37:05.605710,142591,39703598,446,1435094,2702,5160,10274,11568,22665,0.045606387714160514,0.029193802507185153
2023-10-19 14:37:05.605710,115596,37239050,466,673685,2284,4435,11871,19761,37354,0.03928300156037875,0.05821549593275312
2023-10-18 14:37:05.605710,91239,37610671,417,1884910,4187,4092,9702,13840,23416,0.042182822667973345,0.029204830179968895
2023-10-17 14:37:05.605710,72950,48030360,320,1285208,2440,3868,8009,19697,20797,0.04578724236795315,0.05373141163263248
2023-10-16 14:37:05.605710,130490,32182886,359,1016116,3871,6279,9863,18081,22030,0.028899541627434487,0.03189288357232958
2023-10-15 14:37:05.605710,80384,35005067,346,1445810,2424,5544,10098,10240,29501,0.04381391106832618,0.07704979797894584
2023-10-14 14:37:05.605710,149474,42020199,442,849588,4722,5246,9554,11271,38829,0.022260714723634535,0.027689104716164818
2023-10-13 14:37:05.605710,95832,37405186,380,1819552,4732,6524,8955,15723,32648,0.04120737669537226,0.07078723160903345
2023-10-12 14:37:05.605710,52421,36415902,375,964482,3282,4987,10815,19425,35538,0.01761564608641203,0.03301328855530815
2023-10-11 14:37:05.605710,101543,48495010,475,853790,2864,3529,10571,19364,22340,0.04449904098513389,0.020840927471270646
2023-10-10 14:37:05.605710,88447,32226081,282,1536445,2935,5167,9159,19776,37354,0.029875863520826475,0.020355514447157413
2023-10-09 14:37:05.605710,55742,40054996,113,1832633,3925,5967,10718,11125,21240,0.03470873149315517,0.02337860567552001
2023-10-08 14:37:05.605710,108714,47900300,376,1233385,4598,5101,10370,13992,30282,0.022013023229929964,0.041870929614580374
2023-10-07 14:37:05.605710,72976,49465373,275,655355,3976,3371,9898,17416,35175,0.02521368117753655,0.03304721457459613
2023-10-06 14:37:05.605710,51737,43114586,127,771276,3612,3711,11446,11651,21943,0.030328559131143254,0.06763445080813603
2023-10-05 14:37:05.605710,125722,31202644,317,1296908,3482,3627,10155,14655,28891,0.04069204312471001,0.05960798791605505
2023-10-04 14:37:05.605710,127281,36883193,373,651084,3533,5104,8812,12369,20997,0.03561002192265501,0.04170375011424374
2023-10-03 14:37:05.605710,139651,42307306,456,605750,3930,6617,8731,12267,30622,0.01832795776464908,0.05755307360457508
2023-10-02 14:37:05.605710,65809,36293453,461,1654607,4706,5978,9425,19530,33928,0.022218688088516812,0.022284228454213382
2023-10-01 14:37:05.605710,58420,39747928,142,1018090,4438,5561,10178,11228,22689,0.021256498841857895,0.04813741045625042
2023-09-30 14:37:05.605710,77400,41079957,315,779302,2735,5479,9802,10015,36273,0.032634390770276564,0.02180965484853165
